taxon,ITS,matK,matR,ndhF,rbcL,trnL-trnF,18S,atpB,
Talinella,L78054.1,AY514859.1,,DQ855868.1,,,,,
Talinopsis,L78058.1,DQ855851.1,,DQ855871.1,,,,,
Talinum,KJ380908.1,AY015274.1,GU351313.1,AF194830.1,AY875214.1,KM261958.1,HQ843439.1,HQ843263.1,
Talipariti,KT634244.1,AB233276.1,AY289657.1,AF384637.1,AY289678.1,AY727226.1,AY289631.1,,
Talisia,EU720474.1,EU720648.1,,,AJ403008.1,EU721432.1,,GU817000.1,
Tamamschjanella,JQ792227.1,,,,,,,,
Tamania,,,,,,,,,
Tamarindus,AB378733.1,EU362056.1,,,AB378729.1,KF794199.1,,,
Tamariscella,,,,,,,,,
Tamarix,KT809493.1,JQ844134.1,AF520098.1,,KM361003.1,KJ729813.1,,AF209684.1,
Tamaulipa,,EU337053.1,,EU337041.1,,,,,
Tambourissa,GU177678.1,AJ247189.2,,,AF050219.1,AF012411.1,,,
Tamijia,AF478797.1,AF478898.1,,,,,,,
Tamilnadia,,JQ673573.1,,KF965142.1,KF964888.1,AF201069.1,,,
Tammsia,,FJ905396.1,,,,,,,
Tamonea,DQ070730.1,HM853884.1,,HM216781.1,HM853916.1,HM216675.1,,,
Tampoa,,,,,,,,,
Tamridaea,AM409059.1,,,HM164398.1,Y11860.1,,,,
Tana,,,,,,,,,
Tanacetopsis,AM774427.1,,,,,,,,
Tanacetum,KR150159.1,JN894898.1,,EU334490.1,KM361004.1,AY603333.1,,,
Tanaecium,,KJ593800.1,,DQ222640.1,KJ594146.1,FJ870058.1,,,
Tanakaea,U51263.1,L34147.1,,,U06220.1,,,,
Tannodia,,JX517763.1,,,AY794897.1,AY794721.1,,,
Tanquana,,KF132767.1,,,KF132622.1,KF132864.1,,,
Taonabo,,,,,,,,,
Tapeinia,,,,,,,,,
Tapeinidium,,,,,U18647.1,GU478756.1,HQ157246.1,HQ157280.1,
Tapeinochilos,KJ011480.1,AY994607.1,,AY124996.1,L05462.1,AY994552.1,AF168877.1,AF168949.1,
Tapeinosperma,,KM894724.1,,,KU564882.1,,,,
Tapeinostemon,,,,,,,,,
Tapheocarpa,,,,,,,,,
Tapinanthus,,EU544459.1,DQ110361.1,,EU213529.1,EU544511.1,L24422.1,,
Tapirira,DQ787402.1,AY594482.1,,,GU935446.1,AY594579.1,,GU943780.1,
Tapiscia,KR532648.1,FM179925.1,AF520103.1,EU002266.1,AF206825.1,FM179541.1,AF207034.1,AF209685.1,
Taplinia,JX564761.1,AF151516.1,,,,JX564686.1,,,
Tapoides,,,,,,,,,
Tapura,,FJ670009.1,FJ670361.1,FJ670075.1,AF089763.1,,FJ669693.1,FJ669972.1,
Tarachia,,,,,,,,,
Taralea,JF491261.1,JX295900.1,,,,JF491289.1,,,
Tarasa,AY217204.1,AY232637.1,,FJ204740.1,,,,,
Taravalia,,,,,,,,,
Taraxacum,KF954529.1,JX564845.1,,AF218346.1,KM361005.1,KF275137.1,JN418987.1,,
Taraxia,AY271545.1,,,,,AY264532.1,,,
Taraxis,,GQ409038.1,,,AF148794.1,AF148755.1,,,
Tarchonanthus,AY826340.1,KF989909.1,,EU385212.1,EU385023.1,KF989708.1,,,
Tarenna,KP092777.1,AB924999.1,,KF965143.1,AJ318457.1,DQ180594.1,,,
Tarennoidea,KR532653.1,KR531557.1,,KJ680405.1,KJ680430.1,AF201070.1,,,
Targionia,,AF264666.1,,,DQ439703.1,GQ910704.1,AY688737.1,DQ646013.1,
Tarigidia,,,,,,,,,
Tarlmounia,HQ158414.1,,,HQ158517.1,,HQ158466.1,,,
Tarrietia,,,,,,,,,
Tasmannia,AY004127.1,KP407454.1,AF197782.1,,L01957.2,KJ412188.1,AF207035.1,AF093424.1,
Tassadia,,,,,,HF547168.1,,,
Tateanthus,,,,,,,,,
Tatianyx,,HE574148.1,,AY029688.1,AM849422.1,,,,
Tauscheria,,,,,,,,,
Tauschia,KF619738.1,U58584.1,,,,,,,
Tavaresia,KF677440.1,,,,,KF678053.1,,,
Taverniera,KP338220.1,JQ669602.1,,,KU757340.1,KP338347.1,,,
Taxandria,EU850645.1,AF184715.1,,,AF184677.2,,,,
Taxicaulis,,,,,,,,,
Taxilejeunea,DQ987325.1,,,,KF852291.1,DQ987429.1,,,
Taxillus,JX177497.1,EU544460.1,,,JF949992.2,DQ340578.1,KP263288.1,,
Taxiphyllopsis,,,,,AB332282.1,,,,
Taxiphyllum,KF882247.1,KF882147.1,,,AB332246.1,KF882197.1,,,
Taxitheliella,,,,,,,,,
Taxithelium,,,,,AY320250.1,,,,
Taxodium,JF829707.1,AB030121.1,,AY902176.1,AF119185.1,AY727215.1,EF053176.1,AY664835.1,
Taxotrophis,KT002561.1,,,,,KT032197.1,,,
Taxus,JX680634.1,KJ616590.1,,AY902172.1,KT030783.1,JQ406944.1,,AF528864.2,
Tayloria,,,,,,,,,
Tchihatchewia,GQ497882.1,,,,,,,,
Teagueia,KF747844.1,,,,,,,,
Teclea,KU193679.1,JX518224.1,,,JX573032.1,KU193643.1,,,
Tecoma,AY178636.1,HQ384522.1,,AF130145.1,AF102655.1,FJ870059.1,,HQ384727.1,
Tecomanthe,,KM894740.1,,FJ887873.1,JQ933499.1,FJ870060.1,,,
Tecomella,KX096255.1,KT447535.1,,FJ887875.1,KT447540.1,,,,
Tecophilaea,,,,,,,,,
Tectaria,,KJ196621.1,,KJ196801.1,KP271083.1,KP271095.1,HQ157245.1,KF709481.1,
Tecticornia,AY489246.1,,,,AY270139.1,EU544011.1,,,
Tectiphiala,,AM114692.1,,,AJ829914.1,AM113680.1,,,
Tectona,FM163255.1,FM163282.1,,AF027284.1,U28884.1,FJ870062.1,,,
Tecunumania,JX505470.1,DQ536738.1,,,DQ535852.1,DQ536871.1,,,
Teedia,AF375148.1,AF375187.1,,AJ617582.1,AM235150.1,AF380870.1,,,
Teesdalia,AH010941.2,GQ424601.1,,,HE616649.1,,,,
Teesdaliopsis,,,,,,,,,
Tegulifolium,,,,,,,,,
Tehuana,,,,,,,,,
Teichodontium,,,,,,,,,
Teijsmanniodendron,FM200106.1,KU519668.1,,FM200149.1,JF738613.1,,,,
Teixeiranthus,KP454434.1,,,KP454998.1,,,,,
Telanthera,,,,,,,,,
Telanthophora,KR010817.1,EF537949.1,,EF538019.1,,EF538140.1,,,
Telaranea,JX289137.1,,,,JF316309.1,JX289444.1,,JF315981.1,
Telekia,EF210971.1,,,LN607703.1,,EF211066.1,,,
Telephium,JN589092.1,FN825768.1,,,FN868312.1,FJ405028.1,,,
Telesonix,U51260.1,L34148.1,,,U06221.1,,,,
Telfairia,FJ389512.1,DQ491021.1,HM008595.1,,DQ535853.1,DQ501271.1,,,
Teline,AF330669.1,KJ747839.1,,,Z70110.1,JF338613.1,,,
Teliostachya,,,,,,,,,
Telipogon,FJ565183.1,FJ565034.1,,,AF074231.1,DQ315928.1,,,
Telis,,,,,,,,,
Telitoxicum,,JN051860.1,,EF624339.1,HQ260805.1,JN051795.1,,JN051894.1,
Tellima,AF158952.1,L34149.1,,,KM361007.1,,,,
Telmatophila,,,,,,,,,
Telminostelma,,,,,,,,,
Telopea,KT006058.1,EU169670.1,,JQ257308.1,U79175.1,JQ779005.1,,AF060427.1,
Telosma,AM980874.1,DQ660551.1,,,DQ660674.1,EF456112.1,,,
Temburongia,,EU434269.1,,,KC123387.1,EU434077.1,,,
Temnadenia,,EF456353.1,,,,EF456224.1,,,
Temnocalyx,,,,,,,,,
Temnoma,,,,,AY462330.1,AY463588.1,,DQ787454.1,
Temnopteryx,HM042458.1,,,,FJ209085.1,,,,
Temochloa,,EU434268.1,,KC020508.1,EU434140.1,EU434076.1,,,
Templetonia,GQ250085.1,GQ246158.1,,,,AF518122.1,,,
Tenaris,KP244919.1,,,,AM234832.1,KP245477.1,,,
Tenaxia,KF594168.1,HE573986.1,,AM849207.1,AM849414.1,KF594043.1,,,
Teniolophora,,,,,,,,,
Tennantia,,HM119570.1,,KF965145.1,KF964890.1,,,,
Tenrhynea,,,,,,AF100513.1,,,
Tephrocactus,HQ872518.1,HE610949.1,,,AY875248.1,HM041366.1,,,
Tephroseris,GU818724.1,GU817562.1,,AY723244.1,GU817786.1,GU818100.1,,,
Tephrosia,,,,,,,,,
Tepualia,,,,,,,,,
Tepuia,JF801560.1,JF801303.1,,JF801390.1,AF124575.1,JF801635.1,,,
Tepuianthus,,,,,,,,,
Teramnus,,EU717400.1,,,AF181938.1,EU717330.1,,EU717500.1,
Teratophyllum,,,,,AB232402.1,GU376568.1,,EF463446.1,
Terebinthus,,,,,,,,,
Teretidens,,,,,,,,,
Terminalia,KR425506.1,KT208365.1,,EU002267.1,JQ626332.1,GQ249071.1,,AF209686.1,
Terminthia,,,,,,,,,
Ternatea,,,,,,,,,
Terniopsis,AB083106.1,AB698174.1,HQ331827.1,HQ331986.1,HQ332118.1,,,,
Ternstroemia,KP092624.1,HQ437951.1,AY163754.1,AF421076.1,JQ625847.2,HQ158564.1,AF207038.1,HQ437938.1,
Ternstroemiopsis,,,,,,,,,
Terpsichore,,,,,AY460679.1,AF469798.1,,AY459513.1,
Terrestria,,,,,,,,,
Terua,,,,,,,KF611720.1,,
Tessaria,,,,LN607670.1,,,,,
Tessiera,,,,,,,,,
Tessmannia,AY955813.1,EU362059.1,,,,AY958533.1,,,
Tessmanniacanthus,,,,,,,,,
Tessmannianthus,,,,,,,,,
Testulea,KF263187.1,KF263244.1,,KF263307.1,KF263364.1,KF263434.1,,,
Tetilla,,,,,,,,,
Tetraberlinia,AF513700.1,EU362060.1,,,,KF794200.1,,,
Tetracarpum,,,,,,,,,
Tetracentron,AF162213.1,AM396504.2,AF197791.1,,L12668.2,AM397165.1,U42814.1,AF093422.1,
Tetracera,KP092587.1,JQ844152.1,AF520094.1,AJ236277.1,KP094705.1,FJ626574.1,AJ235982.1,AJ235622.2,
Tetrachaete,,,,,,,,,
Tetrachne,GU359218.1,AF312363.1,,JN681761.1,JN681706.1,GU990366.1,,,
Tetrachondra,,AJ429352.1,,AF027272.1,U28885.1,,,,
Tetrachyron,,AY215868.1,,AF384789.3,AY215185.1,AY216245.1,,,
Tetraclinis,AY380876.1,HM024068.1,,,L12576.2,HM024608.1,EU161293.1,,
Tetracme,KJ623534.1,,,DQ288837.1,FN594832.1,KJ623456.1,,,
Tetracoccus,,FJ670035.1,FJ670385.1,FJ670118.1,AY788190.1,,FJ669708.1,AY788256.1,
Tetracoscinodon,,,,,,,,,
Tetracymbaliella,KT992474.1,,,,KT992550.1,DQ026625.1,,,
Tetradenia,JF301406.1,JF270969.1,,,JF265627.1,AJ505519.1,,,
Tetradia,,,,,,,,,
Tetradiclis,,,,,AJ403009.1,,,,
Tetradium,KT961043.1,EF489105.1,,,FN599473.1,FN599487.1,,FN599859.1,
Tetradymia,EF538410.1,EF537950.1,,EF538020.1,,EF538141.1,,,
Tetraena,KR002017.1,,,,HQ142986.1,DQ267172.1,,,
Tetragastris,FJ037801.1,JQ626484.1,,,GU246044.1,AY594538.1,,GU246082.1,
Tetraglochidium,,,,,,,,,
Tetraglochin,AY634878.1,,,,,AY634731.1,,,
Tetragonanthus,,,,,,,,,
Tetragonia,,,,,,,,,
Tetragonolobus,,,,,,,,,
Tetragonotheca,KJ510656.1,AY215869.1,,AF384790.3,AY215186.1,AY216246.1,,KJ434437.1,
Tetralocularia,,,,,AY101003.1,AY101112.1,,AY100794.1,
Tetralophozia,EU791793.1,,,,KF852352.1,EU791670.1,,KF852067.1,
Tetrameles,AF280105.1,AY968458.1,AF520172.1,AY968511.1,AF206828.1,AY091831.1,U41502.1,AF209689.1,
Tetrameranthus,,,,,AY841659.1,AY841736.1,,,
Tetramerium,EU087472.1,,,,,EU087563.1,,,
Tetramicra,,,,,,,,,
Tetramolopium,JX564763.1,,,,,,,,
Tetranema,AY492121.1,AY667475.1,,AF123692.1,AF236128.1,AJ492272.1,,,
Tetraneuris,AF229282.1,,,,KF724261.1,,,,
Tetranthera,,,,,,,,,
Tetranthus,,AY215870.1,,,AY215742.1,,,,
Tetrapanax,U63192.1,U58620.1,,GU054758.1,U50256.1,GU055138.1,,GQ983624.1,
Tetrapathaea,,,,,,,,,
Tetraperone,,,,,,,,,
Tetraphidopsis,,,,,DQ196100.1,,,,
Tetraphis,AF033643.1,LN828301.1,,JN162180.1,AB469556.1,AF478297.1,Y17604.1,DQ646060.1,
Tetraphyle,,,,,,,,,
Tetraphysa,,,,,,,,,
Tetrapleura,,AF521865.1,,,,AY125852.1,,,
Tetraplodon,KJ488281.1,,,JN162194.1,KJ488406.1,AY501416.1,AF023691.1,,
Tetrapogon,GU359221.1,HE573976.1,,AM849192.1,AM849396.1,EF156693.1,,,
Tetrapollinia,EU709804.1,AJ388194.1,,,,,,,
Tetrapterocarpon,,GU321972.1,,,AY904372.1,AY899684.1,,,
Tetrapteron,AY271547.1,,,,,AY264535.1,,,
Tetrapterum,,,,,,AM497793.1,,,
Tetrapterys,,AF344579.1,,AF351076.1,KM197505.1,HQ634606.1,AB233591.1,AB233695.1,
Tetrardisia,,,,,,,,,
Tetraria,DQ385604.1,,,,KF553623.1,KJ545849.1,,,
Tetraselago,AJ584827.1,,,AJ401417.1,,,,,
Tetrasida,AY591855.1,FJ204712.1,,FJ204749.1,,,,,
Tetraspidium,,,,,,,,,
Tetrastemma,,,,,,,AY928375.1,,
Tetrastichium,,,,,EU186634.1,KP673057.1,,,
Tetrastigma,KF544883.1,KJ855830.1,AY739017.1,,KP204448.1,KF591441.1,AY674637.1,,
Tetrastylidium,,DQ790190.1,,,DQ790154.1,,,,
Tetrastylis,KF196607.1,,,,DQ123401.1,AY210978.1,,,
Tetrataxis,AY078423.1,,,,,,,,
Tetratheca,EF095740.1,,,,,EF095749.1,,,
Tetrathylacium,,GQ982110.1,,AY757192.1,GQ981897.1,AY757074.1,,,
Tetraulacium,,,,,,,,,
Tetrazygia,KF821769.1,KJ012803.1,,EU056131.1,AF215538.1,,,,
Tetrazygiopsis,,,,,,,,,
Tetrodontium,,LN828302.1,,JN162181.1,AF478205.1,,,JN162140.1,
Tetroncium,AY335969.1,GQ452346.1,,,GQ452337.1,,,,
Tetrorchidium,,FJ670019.1,FJ670370.1,FJ670092.1,AY794872.1,AY794674.1,AB268108.1,AB268004.1,
Teucridium,JN575434.1,,,U78684.1,U78715.1,JN408674.1,,,
Teucrium,JN575420.1,KT176608.1,,KT176848.1,KT178131.1,JN408662.1,KT179712.1,KT176255.1,
Teuscheria,,,,,,AY063431.1,,,
Teyleria,,,,,,,,,
Thaia,FJ454872.1,JN706690.1,,,JN706687.1,,,,
Thailentadopsis,JX870772.1,,,,,JX870888.1,,,
Thalassia,KM609936.1,AB002577.1,,,KF632853.1,,AF168878.1,HQ901518.1,
Thalassodendron,,KF488513.1,,,KF488498.1,,,,
Thaleropia,KM064821.1,AF368223.1,,DQ088460.1,KF496519.1,,GU476480.1,,
Thalia,AY673066.1,JQ341332.1,,AY656103.1,AY656129.1,KU215189.1,,,
Thalictrum,KT634243.1,KU213057.1,,KU196957.1,KM361010.1,JX573527.1,,EU053895.1,
Thallocarpus,,,,,,,,,
Thaminophyllum,AM774472.1,,,,,,,,
Thamnea,AY494045.1,AY490971.1,,,AY490990.1,,,,
Thamniella,,,,,,,,,
Thamniopsis,HQ443776.1,,,,,AY449674.1,,,
Thamnium,,,,,,,,,
Thamnobryum,FM161229.1,LN828350.1,,,AY532392.1,,,DQ646080.1,
Thamnocalamus,KP725339.1,EF137443.1,,FJ643728.1,EF125087.1,KP725403.1,,,
Thamnocharis,KJ475433.1,KJ137897.1,,U62183.2,HQ327452.1,KM979453.1,,,
Thamnochortus,,AY690730.1,,HQ181136.1,AY690781.1,AY690814.1,,HQ180482.1,
Thamnoldenlandia,,,,,GU475972.1,GU475984.1,,,
Thamnomalia,FM161123.1,,,,,,,,
Thamnopteris,,,,,,,,,
Thamnosciadium,,,,,,,,,
Thamnoseris,,,,,,,,,
Thamnosma,FN552661.1,EF489075.1,,,FN552645.1,EF489223.1,,,
Thapsia,KF160738.1,EU531664.1,,,,,,,
Thaspium,U78470.1,KP643162.1,,,KJ773948.1,,,,
Thaumasianthes,,,,,,,,,
Thaumastochloa,,HE574407.1,,HE573525.1,HE573286.1,,,,
Thaumatocaryon,GQ285230.1,,,,,GQ285260.1,,,
Thaumatococcus,AY673067.1,AY140338.1,,AY125005.1,AY656130.1,EU647827.1,,,
Thecacoris,,AY552451.1,,AY830355.1,AY663625.1,,,AY830251.1,
Thecanthes,FJ572745.1,FJ572791.1,,,AM167540.1,,,,
Thecopus,,KT750203.1,,,KT750223.1,,,,
Thecostele,,AY368431.1,,,AY368371.1,KM598441.1,,,
Thedachloa,,,,,,,,,
Theilera,KC013697.1,EU713302.1,,,EU713409.1,KC013643.1,,EU437637.1,
Thelaia,,,,,,,,,
Thelasis,,AY121736.1,,,AF518047.1,AF519950.1,,,
Thelepaepale,,,,,,,,,
Thelepogon,GQ870206.1,,,,GQ870099.1,GQ869985.1,,,
Thelesperma,AY117473.1,EU049365.1,,,,EU047883.1,KT179680.1,,
Thelethylax,,AB698416.1,,,,,,,
Thelia,AJ277226.1,,,,GQ497671.1,AY527136.1,,GQ497642.1,
Theligonum,FJ695470.1,LN680379.1,,FJ695340.1,X83668.1,AF152621.1,,,
Thelionema,,JQ435546.1,,AY225076.1,JQ417656.1,KP227776.1,,,
Thelocactus,,FN997263.1,,,,HM041368.1,,,
Thelymitra,AY029040.1,AY368388.1,,,AF074232.1,AJ409454.1,AY029051.1,,
Thelypodiopsis,KJ953747.1,,,EU718599.1,,AY958580.1,,,
Thelypodium,KJ953749.1,,,DQ288838.1,,AY958582.1,,,
Thelypteris,,JF832291.1,,,KR816702.1,KT805058.1,AY612742.1,JF832182.1,
Thelyschista,,,,,,,,,
Themeda,KF163706.1,HE574017.1,,LN908185.1,LN908022.1,AY116261.1,,,
Themelium,,,,,AY460680.1,KM106094.1,,AY459514.1,
Themistoclesia,AF382706.1,AF382789.1,,AY331962.1,,,,,
Thenardia,,,,,,,,,
Theobroma,AY074755.1,AY321195.1,DQ110362.1,AF287935.1,JQ626326.1,HM488410.1,XM_007045690.1,AJ233090.1,
Theodora,,,,,,,,,
Theodorovia,,,,,,,,,
Theophrasta,,AJ429307.1,,AF213762.1,AF213819.1,AY228600.1,,AF213792.1,
Theopsis,,,,,,,,,
Thereianthus,,AJ579986.1,,JX903483.1,AJ309663.1,AJ409569.1,,JX903900.1,
Theriophonum,,EU886535.1,,,,AB494502.1,,,
Theriotia,,,,,AF232698.1,,AF223007.1,,
Thermopsis,JQ425645.1,JQ669595.1,AF520176.1,,Z70121.1,KP636651.1,,,
Therofon,,,,,,,,,
Theropogon,,HM640560.1,,JX903271.1,HM640446.1,,HM640675.1,JX903690.1,
Therorhodion,,,,,,,,,
Thesidium,,,,,,,,,
Thesium,GU256858.1,EF584632.1,AF520102.1,,EF584596.1,KP318978.1,EF584576.1,AJ235797.1,
Thesmophora,,,,,,,,,
Thespesia,KT966934.1,KT966985.1,AY289658.1,KT967025.1,GU981732.1,JN676079.1,,GU981699.1,
Thespidium,JX564764.1,,,LN607704.1,,,,,
Thespis,,,,,,,,,
Thevenotia,,AY013553.1,,,,,,,
Thevetia,HQ386699.1,Z70188.1,,AF130169.1,X91773.1,EF456088.1,U42499.1,,
Thibaudia,AF382708.1,AF382795.1,,AY331973.1,,,,,
Thiemea,,,,,,,,,
Thilachium,,EU371789.1,KU739681.1,AY122380.1,KU739613.1,,,,
Thiloa,FJ381768.1,,,,FJ381802.1,,,,
Thinouia,,,,,KJ594534.1,,,,
Thiollierea,AY763870.1,,,GQ852174.1,GQ852309.1,AY763802.1,,,
Thiseltonia,,,,,,AF141849.1,,,
Thismia,KU948545.1,FR832844.1,,,,,DQ786081.1,AF308034.1,
Thladiantha,,DQ491022.1,HM008596.1,,DQ535854.1,GQ163342.1,,,
Thlasidia,,,,,,,,,
Thlaspi,AH010911.2,KP163727.1,,DQ288839.1,JQ933501.1,KT253331.1,,,
Thogsennia,,,,,,,,,
Thomandersia,JN686503.1,FN773560.1,,AY919285.1,AY919280.1,FN794075.1,,HQ384719.1,
Thomasia,,,,AF287940.1,AJ233141.1,HQ656777.1,,AJ233091.1,
Thompsonella,EF632183.1,AF115681.1,,,,AY540581.1,,,
Thonningia,,,KP263280.1,,,,KP263289.1,,
Thoracocarpus,JN016958.1,KU127253.1,,,JN017010.1,JN016906.1,,,
Thoracosperma,,,,,,,,,
Thoreauea,,,,,,,,,
Thorella,,,,,,,,,
Thornbera,,,,,,,,,
Thorncroftia,,,,,,AJ505522.1,,,
Thornea,,,,,,,,,
Thottea,KM092245.1,JN415679.1,AF197733.1,,AB205606.1,AY689151.1,DQ007406.1,AF197609.1,
Thouinia,EU720478.1,EU720647.1,,,GU935456.1,AY594539.1,,GU943790.1,
Thouinidium,,JQ589167.1,,,KU176186.1,,,,
Thrasya,,,,AY029690.1,,,,,
Thrasyopsis,,,,,,,,,
Thraulococcus,,,,,,,,,
Threlkeldia,EF613625.1,,,,,,,,
Thrinax,,,,,,,AB859793.1,,
Thrincia,,,,,,,,,
Thrixanthocereus,,,,,,,,,
Thrixspermum,EF670367.1,AB217767.1,,,DQ195035.1,KF545905.1,,,
Thryallis,,AF344580.1,AY674566.1,AF351046.1,AF344516.1,,AY674638.1,AY788258.1,
Thryptomene,KM064929.1,AF184709.2,,AY498816.1,AF184671.2,,,,
Thuarea,,HE574424.1,,GU594624.1,HE575859.1,GU594584.1,,,
Thuidiopsis,,,,,,,,,
Thuidium,AY568543.1,,,,AB071416.1,EF368012.1,DQ629403.1,DQ646084.1,
Thuja,HQ414216.1,HM024072.1,,AY902177.1,JQ512620.1,AY988227.1,JF725733.1,AY664836.1,
Thujopsis,EU183443.1,HM024073.1,,,JQ512621.1,HM024613.1,EF053172.1,,
Thulinia,,,,,,,,,
Thunbergia,AF169850.1,AF531811.1,,U12667.1,HQ384878.1,KR738275.1,AF107569.1,AJ235625.2,
Thunbergianthus,,,,,,,,,
Thunbergiella,,,,,,,,,
Thunia,JN114725.1,AF302706.1,,U20598.1,AF074233.1,AF503704.1,,,
Thurnia,,KP083068.1,,AY208986.1,AF036881.1,,,HQ180483.1,
Thurovia,AF477672.1,,,,,,,,
Thuspeinanta,KF529657.1,HQ911550.1,,,,FJ854240.1,,,
Thyana,,,,,,,,,
Thyella,,,,,,,,,
Thylacanthus,,,,,,,,,
Thylacopteris,,,,,AY459175.1,AY459183.1,,EF463518.1,
Thylacospermum,,FJ404880.1,,,JQ933502.1,FJ405029.1,,,
Thymbra,JQ669137.1,GU381784.1,,,HE819514.1,GU381632.1,,,
Thymelaea,AJ744930.1,EU002191.1,GU351317.1,EU002268.1,Y15151.1,GU736365.1,AF207041.1,AJ233097.1,
Thymophylla,AF413598.1,AY215787.1,,AF384714.2,AY215106.1,AY216165.1,,,
Thymopsis,AF374878.1,,,,,,,,
Thymus,KR150165.1,KR063649.1,,,KM361013.1,EU556539.1,,,
Thyrasperma,,,,,,,,,
Thyridachne,,,,,,,,,
Thyridium,,,,,,,AY544715.2,,
Thyridolepis,,HE859968.1,,HE573514.1,HE573445.1,HE971141.1,,,
Thyrocarpus,KP027119.1,,,,,KF849194.1,,,
Thyrsacanthus,KJ535204.1,,,,,,,,
Thyrsanthella,,EF456293.1,,,KJ773952.1,EF456171.1,,,
Thyrsanthemum,,EU499299.1,,AY624122.1,AF312246.1,AJ387745.1,,,
Thyrsanthera,,,,,AY794984.1,,,,
Thyrsodium,FJ037790.1,FJ514664.1,,,JQ626176.1,KP055581.1,,,
Thyrsopteris,,JF303910.1,,,HG422549.1,HG422548.1,,AM176621.1,
Thyrsosalacia,FJ705532.1,FJ705560.1,,,,FJ705612.1,,,
Thyrsostachys,DQ131512.1,EU434261.1,,KF365000.1,EF125088.1,EU434069.1,,,
Thysananthus,JN184435.1,,,,AY548080.1,JN184576.1,,KF852086.1,
Thysanobotrya,,,,,,,,,
Thysanocarpus,GU246175.1,,,EU718613.1,,GU246225.1,,,
Thysanoglossa,EF079389.1,EF079224.1,,,,,,,
Thysanolaena,AF019854.1,HE574002.1,,GU222700.1,JX307859.1,EF137520.1,,,
Thysanomitrion,,,,,,,,,
Thysanosoria,,,,,,,,,
Thysanostemon,,,,,,,,,
Thysanotus,,,,,,,,,
Tiarella,AB292038.1,AB116692.1,,,AM183435.1,,,AM183399.1,
Tiarocarpus,EU923831.1,,,,,,,,
Tibetia,KP230748.1,JQ619951.1,,,JQ933348.1,KP338348.1,,,
Tibetoseris,,,,,,,,,
Tibouchina,KF463044.1,,,AF272820.2,U26339.2,GQ465906.1,,,
Tibouchinopsis,JQ730241.1,,,,,,,,
Ticodendron,AJ783647.1,U92855.1,AF520068.1,,AF061197.1,AY147073.1,AY147110.1,AY147103.1,
Ticorea,,,,,,,,,
Tidestromia,AY174384.1,AY514797.1,,,AY270141.1,EF688793.1,,,
Tiedemannia,EF647781.1,KJ772970.1,,,KJ773709.1,,,,
Tieghemella,KF686305.1,,,AY230742.1,,,,,
Tietkensia,JX564765.1,,,,,JX564687.1,,,
Tigridia,,,,,,,,,
Tigridiopalma,KM521848.1,,,KT354891.1,KT354900.1,,,,
Tilesia,AY303445.1,AY215871.1,,AF384792.3,AY215187.1,AY216247.1,,,
Tilia,KF694724.1,KJ841028.1,AF520107.1,AF111760.1,KM361014.1,AY328158.1,,GU981686.1,
Tiliacora,,JN051863.1,,EF624341.1,FJ026512.1,JN051797.1,,FJ026452.1,
Tilingia,AY330505.1,,,,,AB219666.1,,,
Tillaea,,,,,,,,,
Tillandsia,FJ666963.1,KU848417.1,,L75912.1,AY614498.1,AY614369.1,,KP083025.1,
Timmia,JN089194.1,LN828306.1,,JN162183.1,JN162297.1,JF342741.1,AF023678.1,JN162142.1,
Timmiella,,LN828329.1,,,AB914724.1,AF231173.1,,,
Timokoponenia,,,,,,,,,
Timonius,KR922368.1,KR922350.1,,GQ852287.1,Y18721.1,KR922403.1,,,
Timotimius,,,,,,,,,
Tina,HQ399205.1,EU720667.1,,,,EU721474.1,,,
Tinadendron,GQ852158.1,,,GQ852288.1,GQ852362.1,,,,
Tinantia,,,,AY624123.1,AF312260.1,KC512093.1,,,
Tinguarra,,,,,,,,,
Tingulonga,,,,,,,,,
Tinnea,,HQ911386.1,,U78709.1,U28886.1,KR738703.1,,,
Tinomiscium,,DQ478612.1,,HM753657.1,EF173675.1,EF143888.1,,HQ260863.1,
Tinospora,KM363394.1,KC494032.1,GU351318.1,EF624343.1,L37923.3,JN051800.1,L37914.1,FJ026454.1,
Tintinabulum,,,,,,,,,
Tintinnabularia,,DQ522657.1,,,,,,,
Tipuana,AF189056.1,AF270882.1,,,KF436476.1,EU735869.1,,,
Tipularia,KM598422.1,AF263685.1,,U20628.1,AF074234.1,,,,
Tiputinia,,,,,,,FJ215764.1,,
Tiquilia,KF673269.1,DQ197244.1,,DQ197272.1,KF158139.1,EF688807.1,,AJ504840.1,
Tirpitzia,FJ169515.1,HM544123.1,,FJ160816.1,FJ169602.1,FJ160900.1,,,
Tisonia,,,,AY757193.1,,AY757075.1,,,
Tissa,,,,,,,,,
Tisserantiella,,,,,,,,,
Titanopsis,AJ438219.1,KF132768.1,,,KF132623.1,AJ439008.1,,,
Titanotrichum,GQ344557.1,JX196127.1,,U62187.2,AF206829.1,AY423129.1,AJ236054.1,AJ236171.1,
Tithonia,GQ864125.1,JQ586935.1,,,JQ933503.1,,,,
Tittmannia,,,,,,,,,
Tium,,,,,,,,,
Tmesipteris,,,,EU349587.1,EU352294.1,FJ384429.1,AF313563.1,U93823.1,
Tobagoa,,,,,,,,,
Tocantinia,KC207467.1,,,KC217423.1,,KC217504.1,,,
